,add_inc,column,len(a),len(b),mean,mean_a,mean_b,mult_inc,mult_increase,n,name_a,name_b,pval,query,winner
31,0.067,results_top_three_domain_frac_MapsLocations,10,10,0.29999999999999993,0.267,0.333,1.25,,20,low-income,high-income,0.16785065605707492,Pizza Hut,high-income
32,0.1,results_top_three_domain_frac_MapsLocations,10,10,0.24999999999999994,0.3,0.2,1.5,,20,low-income,high-income,0.13814824935619238,Toyota,low-income
33,0.067,results_top_three_domain_frac_MapsLocations,10,10,0.2666666666666666,0.3,0.233,1.29,,20,low-income,high-income,0.2900334160014484,Domino's Pizza,low-income
34,0.233,*results_top_three_domain_frac_MapsLocations,10,10,0.11666666666666665,0.0,0.233,inf,,20,low-income,high-income,0.0013229505842674947,medical marijuana,high-income
35,0.033,results_top_three_domain_frac_MapsLocations,10,10,0.15,0.167,0.133,1.25,,20,low-income,high-income,0.6733220369505304,Chase Bank,low-income
36,0.0,results_top_three_domain_frac_MapsLocations,10,10,0.2666666666666666,0.267,0.267,1.0,,20,low-income,high-income,0.9999999999999993,Chevrolet,high-income
37,0.033,results_top_three_domain_frac_MapsLocations,10,10,0.24999999999999994,0.233,0.267,1.14,,20,low-income,high-income,0.6279443565915088,Walmart,high-income
38,0.067,results_top_three_domain_frac_MapsLocations,10,10,0.16666666666666669,0.133,0.2,1.5,,20,low-income,high-income,0.39787297935196175,United States Department of Veterans Affairs,high-income
39,0.233,*results_top_three_domain_frac_MapsLocations,10,10,0.21666666666666665,0.1,0.333,3.33,,20,low-income,high-income,0.0013229505842674947,Bank of America,high-income
40,0.1,results_top_three_domain_frac_MapsLocations,10,10,0.05,0.0,0.1,inf,,20,low-income,high-income,0.0811261888458405,abortion,high-income
41,0.233,**results_top_three_domain_frac_MapsLocations,10,10,0.18333333333333335,0.067,0.3,4.5,,20,low-income,high-income,0.000623745701199474,Target Corporation,high-income
42,0.067,results_top_three_domain_frac_MapsLocations,10,10,0.2666666666666666,0.233,0.3,1.29,,20,low-income,high-income,0.2900334160014484,McDonald's,high-income
43,,results_top_three_domain_frac_MapsLocations,10,10,0.33333333333333326,0.333,0.333,,1.0,20,low-income,high-income,,Wells Fargo,
44,0.233,*results_top_three_domain_frac_google.com,10,10,0.11666666666666665,0.233,0.0,inf,,20,low-income,high-income,0.0013229505842674947,Bank of America,low-income
