GEOID,POP_ESTIMATE_2016
29055,"24,302"
29057,"7,631"
29059,"16,448"
29061,"8,209"
29063,"12,613"
29065,"15,387"
29067,"13,358"
29069,"30,535"
29071,"102,838"
29073,"14,808"
29075,"6,661"
29077,"288,690"
29079,"10,165"
29081,"8,556"
29083,"21,594"
29085,"9,269"
29087,"4,448"
29089,"10,058"
29091,"40,210"
29093,"10,022"
29095,"691,801"
29097,"119,111"
29099,"224,226"
29101,"53,942"
29103,"3,934"
29105,"35,490"
29107,"32,618"
29109,"38,381"
29111,"10,134"
29113,"55,267"
29115,"12,164"
29117,"15,235"
29119,"22,620"
29121,"15,170"
29123,"12,443"
29125,"8,858"
29127,"28,894"
29129,"3,699"
29131,"25,206"
29133,"13,799"
29135,"16,018"
29137,"8,558"
29139,"11,620"
29141,"20,213"
29143,"17,915"
29145,"58,694"
29147,"22,670"
29149,"10,789"
29151,"13,664"
29153,"9,237"
29155,"17,073"
29157,"19,285"
29159,"42,213"
29161,"44,608"
29163,"18,438"
29165,"98,309"
29167,"31,285"
29169,"52,654"
29171,"4,853"
29173,"10,224"
29175,"24,989"
29177,"22,754"
29179,"6,455"
29181,"13,817"
29183,"390,918"
29185,"9,272"
29186,"18,030"
29187,"66,627"
29189,"998,581"
29195,"22,980"
29197,"4,394"
29199,"4,932"
29201,"38,745"
29203,"8,168"
29205,"6,082"
29207,"29,588"
29209,"31,047"
29211,"6,262"
29213,"54,735"
29215,"25,775"
29217,"20,723"
29219,"33,802"
29221,"24,839"
29223,"13,139"
29225,"38,106"
29227,"2,024"
29229,"18,286"
29510,"311,404"
30000,"1,042,520"
30001,"9,401"
30003,"13,343"
30005,"6,601"
30007,"5,747"
30009,"10,460"
30011,"1,203"
30013,"81,755"
30015,"5,759"
30017,"11,924"
30019,"1,755"
30021,"9,327"
30023,"9,085"
30025,"3,120"
30027,"11,413"
30029,"98,082"
30031,"104,502"
30033,"1,310"
30035,"13,694"
30037,831
30039,"3,368"
30041,"16,542"
30043,"11,853"
30045,"1,940"
30047,"29,758"
30049,"67,282"
30051,"2,409"
30053,"19,259"
30055,"1,700"
30057,"7,924"
30059,"1,827"
30061,"4,184"
30063,"116,130"
30065,"4,589"
30067,"16,114"
30069,489
30071,"4,133"
30073,"6,084"
30075,"1,746"
30077,"6,858"
30079,"1,182"
30081,"42,088"
30083,"11,482"
30085,"11,305"
30087,"9,287"
30089,"11,534"
30091,"3,648"
30093,"34,553"
30095,"9,406"
30097,"3,623"
30099,"6,056"
30101,"4,977"
30103,692
30105,"7,539"
30107,"2,117"
30109,"1,093"
30111,"158,437"
31000,"1,907,116"
31001,"31,684"
31003,"6,329"
31005,469
31007,798
31009,484
31011,"5,332"
31013,"11,194"
31015,"1,982"
31017,"2,960"
31019,"49,383"
31021,"6,546"
31023,"8,052"
31025,"25,767"
31027,"8,671"
31029,"3,937"
31031,"5,832"
31033,"10,051"
31035,"6,163"
31037,"10,414"
31039,"9,016"
31041,"10,807"
31043,"20,465"
31045,"8,979"
31047,"23,640"
31049,"1,873"
31051,"5,762"
31053,"36,757"
31055,"554,995"
31057,"1,831"
31059,"5,720"
31061,"3,014"
31063,"2,621"
31065,"4,787"
31067,"21,799"
31069,"1,930"
31071,"2,011"
31073,"1,971"
31075,641
31077,"2,399"
31079,"61,705"
31081,"9,186"
31083,"3,473"
31085,897
31087,"2,825"
31089,"10,250"
31091,708
31093,"6,429"
31095,"7,177"
31097,"5,171"
31099,"6,552"
31101,"8,018"
31103,791
31105,"3,679"
31107,"8,571"
31109,"309,637"
31111,"35,550"
31113,772
31115,591
31117,493
31119,"35,015"
31121,"7,828"
31123,"4,787"
31125,"3,576"
31127,"6,971"
31129,"4,265"
31131,"16,081"
31133,"2,652"
31135,"2,898"
31137,"9,266"
31139,"7,159"
31141,"32,861"
31143,"5,203"
31145,"10,722"
31147,"8,060"
31149,"1,390"
31151,"14,331"
31153,"179,023"
31155,"21,038"
31157,"36,422"
31159,"17,284"
31161,"5,234"
31163,"3,054"
31165,"1,242"
31167,"5,944"
31169,"5,101"
31171,716
31173,"7,127"
31175,"4,184"
31177,"20,603"
31179,"9,365"
31181,"3,603"
31183,776
31185,"13,794"
32000,"2,940,058"
32001,"24,198"
32003,"2,155,664"
32005,"48,020"
32007,"52,168"
32009,790
32011,"1,917"
32013,"16,842"
32015,"5,702"
32017,"5,055"
32019,"53,179"
32021,"4,449"
32023,"43,423"
32027,"6,560"
32029,"4,051"
32031,"453,616"
32033,"9,682"
32510,"54,742"
33000,"1,334,795"
33001,"60,779"
33003,"47,289"
33005,"75,774"
33007,"32,039"
33009,"88,888"
33011,"407,761"
33013,"148,582"
33015,"303,251"
33017,"127,428"
33019,"43,004"
34000,"8,944,469"
34001,"270,991"
34003,"939,151"
34005,"449,284"
34007,"510,150"
34009,"94,430"
34011,"153,797"
34013,"796,914"
34015,"292,330"
34017,"677,983"
34019,"124,676"
34021,"371,023"
34023,"837,073"
34025,"625,846"
34027,"498,423"
34029,"592,497"
34031,"507,945"
34033,"63,436"
34035,"333,751"
34037,"142,522"
34039,"555,630"
34041,"106,617"
35000,"2,081,015"
35001,"676,953"
35003,"3,508"
35005,"65,282"
35006,"27,487"
35007,"12,253"
35009,"50,280"
35011,"1,793"
35013,"214,207"
35015,"57,621"
35017,"28,280"
35019,"4,376"
35021,665
35023,"4,302"
35025,"69,749"
35027,"19,429"
35028,"18,147"
35029,"24,450"
35031,"74,923"
35033,"4,504"
35035,"65,410"
35037,"8,365"
35039,"40,040"
35041,"19,082"
35043,"142,025"
35045,"115,079"
35047,"27,760"
35049,"148,651"
35051,"11,191"
35053,"17,027"
35055,"33,065"
35057,"15,302"
35059,"4,183"
35061,"75,626"
36000,"19,745,289"
36001,"308,846"
36003,"47,077"
36005,"1,455,720"
36007,"195,334"
36009,"77,677"
36011,"77,861"
36013,"129,504"
36015,"86,322"
36017,"48,579"
36019,"81,073"
36021,"60,989"
36023,"48,070"
36025,"45,523"
36027,"294,473"
36029,"921,046"
36031,"38,102"
36033,"50,409"
36035,"53,828"
36037,"58,482"
36039,"47,508"
36041,"4,542"
36043,"62,613"
36045,"114,006"
36047,"2,629,150"
36049,"26,865"
36051,"64,257"
36053,"71,329"
36055,"747,727"
36057,"49,276"
36059,"1,361,500"
36061,"1,643,734"
36063,"211,758"
36065,"231,190"
36067,"466,194"
36069,"109,828"
36071,"379,210"
36073,"41,346"
36075,"118,987"
36077,"60,097"
36079,"98,900"
36081,"2,333,054"
36083,"160,070"
36085,"476,015"
36087,"326,780"
36089,"110,038"
36091,"227,053"
36093,"154,553"
36095,"31,317"
36097,"18,099"
36099,"34,777"
36101,"96,940"
36103,"1,492,583"
36105,"74,801"
36107,"48,760"
36109,"104,871"
36111,"179,225"
36113,"64,567"
36115,"61,800"
36117,"90,798"
36119,"974,542"
36121,"40,791"
36123,"24,923"
37000,"10,146,788"
37001,"159,688"
37003,"37,428"
37005,"10,848"
37007,"25,448"
37009,"26,924"
37011,"17,516"
37013,"47,526"
37015,"19,854"
37017,"33,741"
37019,"126,953"
37021,"256,088"
37023,"88,851"
37025,"201,590"
37027,"81,449"
37029,"10,418"
37031,"68,890"
37033,"22,910"
37035,"156,459"
37037,"72,243"
37039,"27,905"
37041,"14,383"
37043,"10,915"
37045,"97,144"
37047,"56,505"
37049,"103,445"
37051,"327,127"
37053,"25,809"
37055,"35,964"
37057,"164,926"
37059,"42,013"
37061,"58,969"
37063,"306,212"
37065,"53,318"
37067,"371,511"
37069,"64,705"
37071,"216,965"
37073,"11,478"
37075,"8,558"
37077,"59,031"
37079,"21,168"
37081,"521,330"
37083,"51,766"
37085,"130,881"
37087,"60,682"
37089,"114,209"
37091,"24,136"
37093,"53,262"
37095,"5,517"
37097,"172,916"
37099,"42,241"
37101,"191,450"
37103,"9,845"
37105,"59,616"
37107,"57,307"
37109,"81,168"
37111,"45,075"
37113,"34,376"
37115,"21,340"
37117,"23,172"
37119,"1,054,835"
37121,"15,126"
37123,"27,418"
37125,"95,776"
37127,"94,005"
37129,"223,483"
37131,"20,000"
37133,"187,136"
37135,"141,796"
37137,"12,821"
37139,"39,864"
37141,"59,090"
37143,"13,335"
37145,"39,284"
37147,"177,220"
37149,"20,334"
37151,"143,416"
37153,"44,939"
37155,"133,235"
37157,"91,393"
37159,"139,933"
37161,"66,421"
37163,"63,124"
37165,"35,244"
37167,"60,791"
37169,"46,097"
37171,"72,113"
37173,"14,346"
37175,"33,482"
37177,"4,141"
37179,"226,606"
37181,"44,244"
37183,"1,046,791"
37185,"19,907"
37187,"12,195"
37189,"53,922"
37191,"124,150"
37193,"68,740"
37195,"81,661"
37197,"37,532"
37199,"17,678"
38000,"757,952"
38001,"2,305"
38003,"10,926"
38005,"6,739"
38007,934
38009,"6,579"
38011,"3,241"
38013,"2,198"
38015,"94,487"
38017,"175,249"
38019,"3,827"
38021,"5,064"
38023,"2,413"
38025,"4,366"
38027,"2,358"
38029,"3,346"
38031,"3,303"
38033,"1,817"
38035,"71,083"
38037,"2,377"
38039,"2,277"
38041,"2,629"
38043,"2,414"
38045,"4,111"
38047,"1,941"
38049,"5,963"
38051,"2,656"
38053,"12,621"
38055,"9,729"
38057,"8,694"
38059,"30,809"
38061,"10,242"
38063,"2,960"
38065,"1,870"
38067,"7,069"
38069,"4,267"
38071,"11,547"
38073,"5,404"
38075,"2,550"
38077,"16,353"
38079,"14,659"
38081,"3,890"
38083,"1,322"
38085,"4,469"
38087,763
38089,"31,199"
38091,"1,962"
38093,"21,128"
38095,"2,263"
38097,"8,030"
38099,"10,904"
38101,"70,210"
38103,"4,098"
38105,"34,337"
39000,"11,614,373"
39001,"27,907"
39003,"103,742"
39005,"53,652"
39007,"98,231"
39009,"66,186"
39011,"45,894"
39013,"68,673"
39015,"43,759"
39017,"377,537"
39019,"27,669"
39021,"38,747"
39023,"134,786"
39025,"203,022"
39027,"41,902"
39029,"103,685"
39031,"36,602"
39033,"42,083"
39035,"1,249,352"
39037,"51,778"
39039,"38,158"
39041,"196,463"
39043,"75,107"
39045,"152,597"
39047,"28,676"
39049,"1,264,518"
39051,"42,514"
39053,"30,015"
39055,"94,060"
39057,"164,765"
39059,"39,063"
39061,"809,099"
39063,"75,872"
39065,"31,474"
39067,"15,307"
39069,"27,629"
39071,"43,029"
39073,"28,340"
39075,"43,936"
39077,"58,439"
39079,"32,505"
39081,"66,704"
39083,"60,814"
39085,"228,614"
39087,"60,872"
39089,"172,198"
39091,"45,165"
39093,"306,365"
39095,"432,488"
39097,"43,419"
39099,"230,008"
39101,"65,096"
39103,"177,221"
39105,"23,125"
39107,"40,909"
39109,"104,679"
39111,"14,210"
39113,"531,239"
39115,"14,804"
39117,"35,036"
39119,"86,068"
39121,"14,294"
39123,"40,636"
39125,"18,865"
39127,"35,927"
39129,"57,565"
39131,"28,160"
39133,"161,921"
39135,"41,247"
39137,"34,056"
39139,"121,107"
39141,"77,000"
39143,"59,330"
39145,"76,088"
39147,"55,353"
39149,"48,623"
39151,"373,612"
39153,"540,300"
39155,"201,825"
39157,"92,420"
39159,"55,457"
39161,"28,362"
39163,"12,921"
39165,"227,063"
39167,"60,610"
39169,"116,470"
39171,"37,017"
39173,"130,219"
39175,"22,118"
40000,"3,923,561"
40001,"22,098"
40003,"5,827"
40005,"13,810"
40007,"5,382"
40009,"22,519"
40011,"9,643"
40013,"45,573"
40015,"29,557"
40017,"136,532"
40019,"48,556"
40021,"48,700"
40023,"14,885"
40025,"2,162"
40027,"278,655"
40029,"5,651"
40031,"122,136"
40033,"5,941"
40035,"14,625"
40037,"71,312"
40039,"29,293"
40041,"41,598"
40043,"4,819"
40045,"4,080"
40047,"62,603"
40049,"27,838"
40051,"54,655"
40053,"4,465"
40055,"5,998"
40057,"2,704"
40059,"3,717"
40061,"12,747"
40063,"13,566"
40065,"25,497"
40067,"6,230"
40069,"11,087"
40071,"44,943"
40073,"15,638"
40075,"9,077"
40077,"10,414"
40079,"49,873"
40081,"35,129"
40083,"46,588"
40085,"9,997"
40087,"38,682"
40089,"32,822"
40091,"19,815"
40093,"7,772"
40095,"16,191"
40097,"40,920"
40099,"13,918"
40101,"69,477"
40103,"11,384"
40105,"10,419"
40107,"12,167"
40109,"782,970"
40111,"39,213"
40113,"47,806"
40115,"31,691"
40117,"16,485"
40119,"81,131"
40121,"44,173"
40123,"38,330"
40125,"72,290"
40127,"11,057"
40129,"3,640"
40131,"91,766"
40133,"25,207"
40135,"41,294"
40137,"44,090"
40139,"21,098"
40141,"7,465"
40143,"642,940"
40145,"77,679"
40147,"52,087"
40149,"11,447"
40151,"9,201"
40153,"20,814"
41000,"4,093,465"
41001,"16,059"
41003,"89,385"
41005,"408,062"
41007,"38,632"
41009,"50,785"
41011,"63,761"
41013,"22,570"
41015,"22,713"
41017,"181,307"
41019,"108,457"
41021,"1,854"
41023,"7,158"
41025,"7,292"
41027,"23,232"
41029,"216,527"
41031,"23,080"
41033,"85,904"
41035,"66,443"
41037,"7,837"
41039,"369,519"
41041,"47,806"
41043,"122,849"
41045,"30,439"
41047,"336,316"
41049,"11,274"
41051,"799,766"
41053,"81,823"
41055,"1,710"
41057,"26,143"
41059,"76,456"
41061,"26,087"
41063,"6,946"
41065,"26,115"
41067,"582,779"
41069,"1,344"
41071,"105,035"
42000,"12,784,227"
42001,"102,180"
42003,"1,225,365"
42005,"66,486"
42007,"167,429"
42009,"48,325"
42011,"414,812"
42013,"124,650"
42015,"60,770"
42017,"626,399"
42019,"186,847"
42021,"134,732"
42023,"4,677"
42025,"63,594"
42027,"161,464"
42029,"516,312"
42031,"38,513"
42033,"80,596"
42035,"39,233"
42037,"66,420"
42039,"86,257"
42041,"248,506"
42043,"273,707"
42045,"563,402"
42047,"30,480"
42049,"276,207"
42051,"132,733"
42053,"7,321"
42055,"153,851"
42057,"14,640"
42059,"37,197"
42061,"45,634"
42063,"86,364"
42065,"44,073"
42067,"24,863"
42069,"211,321"
42071,"538,500"
42073,"87,294"
42075,"138,863"
42077,"363,147"
42079,"316,383"
42081,"115,248"
42083,"41,883"
42085,"112,913"
42087,"46,342"
42089,"166,098"
42091,"821,725"
42093,"18,343"
42095,"302,294"
42097,"92,541"
42099,"45,820"
42101,"1,567,872"
42103,"55,562"
42105,"16,885"
42107,"143,573"
42109,"40,468"
42111,"75,061"
42113,"6,137"
42115,"40,862"
42117,"41,467"
42119,"45,565"
42121,"52,582"
42123,"40,025"
42125,"207,981"
42127,"50,710"
42129,"355,458"
42131,"27,521"
42133,"443,744"
44000,"1,056,426"
44001,"49,067"
44003,"164,614"
44005,"82,784"
44007,"633,673"
44009,"126,288"
45000,"4,961,119"
45001,"24,872"
45003,"167,458"
45005,"9,045"
45007,"196,569"
45009,"14,434"
45011,"21,483"
45013,"183,149"
45015,"210,898"
45017,"14,796"
45019,"396,484"
45021,"56,646"
45023,"32,181"
45025,"46,013"
45027,"33,951"
45029,"37,923"
45031,"67,234"
45033,"30,858"
45035,"153,773"
45037,"26,358"
45039,"22,653"
45041,"138,742"
45043,"61,399"
45045,"498,766"
45047,"70,133"
45049,"19,922"
45051,"322,342"
45053,"28,465"
45055,"64,097"
45057,"89,594"
45059,"66,777"
45061,"17,635"
45063,"286,196"
45065,"9,643"
45067,"31,726"
45069,"26,945"
45071,"38,079"
45073,"76,355"
45075,"87,903"
45077,"122,863"
45079,"409,549"
45081,"20,197"
45083,"301,463"
45085,"107,396"
45087,"27,673"
45089,"31,955"
45091,"258,526"
46000,"865,454"
46003,"2,736"
46005,"18,101"
46007,"3,460"
46009,"6,984"
46011,"34,135"
46013,"39,128"
46015,"5,238"
46017,"2,043"
46019,"10,205"
46021,"1,378"
46023,"9,396"
46025,"3,656"
46027,"14,086"
46029,"28,063"
46031,"4,132"
46033,"8,596"
46035,"19,903"
46037,"5,571"
46039,"4,231"
46041,"5,742"
46043,"2,932"
46045,"3,952"
46047,"6,849"
46049,"2,354"
46051,"7,148"
46053,"4,171"
46055,"1,892"
46057,"6,028"
46059,"3,319"
46061,"3,374"
46063,"1,278"
46065,"17,600"
46067,"7,368"
46069,"1,352"
46071,"3,326"
46073,"2,004"
46075,927
46077,"5,001"
46079,"12,909"
46081,"25,281"
46083,"54,469"
46085,"3,894"
46087,"5,625"
46089,"2,438"
46091,"4,801"
46093,"27,693"
46095,"2,102"
46097,"2,281"
46099,"187,318"
46101,"6,505"
46102,"14,415"
46103,"109,372"
46105,"2,983"
46107,"2,299"
46109,"10,255"
46111,"2,396"
46115,"6,420"
46117,"2,993"
46119,"1,421"
46121,"10,155"
46123,"5,492"
46125,"8,317"
46127,"14,934"
46129,"5,610"
46135,"22,616"
46137,"2,801"
47000,"6,651,194"
47001,"75,936"
47003,"47,484"
47005,"16,014"
47007,"14,675"
47009,"128,670"
47011,"104,490"
47013,"39,714"
47015,"14,027"
47017,"28,092"
47019,"56,502"
47021,"39,880"
47023,"17,453"
47025,"31,757"
47027,"7,752"
47029,"35,219"
47031,"54,682"
47033,"14,411"
47035,"58,655"
47037,"684,410"
47039,"11,769"
47041,"19,361"
47043,"52,170"
47045,"37,708"
47047,"39,590"
47049,"18,033"
47051,"41,700"
47053,"49,401"
47055,"29,307"
47057,"23,072"
47059,"68,615"
47061,"13,389"
47063,"63,785"
47065,"357,738"
47067,"6,577"
47069,"25,435"
47071,"25,679"
47073,"56,563"
47075,"17,853"
47077,"27,822"
47079,"32,310"
47081,"24,295"
47083,"8,134"
47085,"18,347"
47087,"11,566"
47089,"53,535"
47091,"17,754"
47093,"456,132"
47095,"7,560"
47097,"26,773"
47099,"43,081"
47101,"11,904"
47103,"33,645"
47105,"51,454"
47107,"52,850"
47109,"25,935"
47111,"23,450"
47113,"97,663"
47115,"28,446"
47117,"31,915"
47119,"89,981"
47121,"12,005"
47123,"45,970"
47125,"195,734"
47127,"6,323"
47129,"21,554"
47131,"30,578"
47133,"22,051"
47135,"7,964"
47137,"5,142"
47139,"16,772"
47141,"75,931"
47143,"32,442"
47145,"52,874"
47147,"69,165"
47149,"308,251"
47151,"21,947"
47153,"14,897"
47155,"96,673"
47157,"934,603"
47159,"19,447"
47161,"13,182"
47163,"156,667"
47165,"180,063"
47167,"61,303"
47169,"8,271"
47171,"17,719"
47173,"19,140"
47175,"5,689"
47177,"40,516"
47179,"127,440"
47181,"16,713"
47183,"33,507"
47185,"26,653"
47187,"219,107"
47189,"132,781"
48000,"27,862,596"
48001,"57,734"
48003,"17,760"
48005,"87,791"
48007,"25,721"
48009,"8,703"
48011,"1,876"
48013,"48,797"
48015,"29,758"
48017,"7,181"
48019,"21,776"
48021,"82,733"
48023,"3,697"
48025,"32,750"
48027,"340,411"
48029,"1,928,680"
48031,"11,392"
48033,633
48035,"18,097"
48037,"93,860"
48039,"354,195"
48041,"220,417"
48043,"9,200"
48045,"1,474"
48047,"7,214"
48049,"38,271"
48051,"17,760"
48053,"46,243"
48055,"41,161"
48057,"21,965"
48059,"13,820"
48061,"422,135"
48063,"12,867"
48065,"6,057"
48067,"30,375"
48069,"7,669"
48071,"39,899"
48073,"51,668"
48075,"7,052"
48077,"10,193"
48079,"2,882"
48081,"3,264"
48083,"8,420"
48085,"939,585"
48087,"3,016"
48089,"21,019"
48091,"134,788"
48093,"13,484"
48095,"4,279"
48097,"39,266"
48099,"74,686"
48101,"1,402"
48103,"4,830"
48105,"3,675"
48107,"5,992"
48109,"2,198"
48111,"7,056"
48113,"2,574,984"
48115,"13,111"
48117,"18,830"
48119,"5,215"
48121,"806,180"
48123,"20,865"
48125,"2,184"
48127,"10,794"
48129,"3,405"
48131,"11,428"
48133,"18,274"
48135,"157,462"
48137,"1,911"
48139,"168,499"
48141,"837,918"
48143,"41,659"
48145,"17,273"
48147,"34,031"
48149,"25,149"
48151,"3,854"
48153,"5,917"
48155,"1,183"
48157,"741,237"
48159,"10,607"
48161,"19,624"
48163,"18,956"
48165,"20,478"
48167,"329,431"
48169,"6,442"
48171,"26,521"
48173,"1,314"
48175,"7,517"
48177,"20,876"
48179,"22,725"
48181,"128,235"
48183,"123,745"
48185,"27,671"
48187,"155,265"
48189,"34,263"
48191,"3,138"
48193,"8,304"
48195,"5,538"
48197,"3,906"
48199,"56,322"
48201,"4,589,928"
48203,"66,534"
48205,"5,747"
48207,"5,681"
48209,"204,470"
48211,"4,129"
48213,"79,901"
48215,"849,843"
48217,"35,077"
48219,"23,275"
48221,"56,857"
48223,"36,400"
48225,"22,754"
48227,"36,708"
48229,"4,053"
48231,"92,073"
48233,"21,511"
48235,"1,557"
48237,"8,744"
48239,"14,869"
48241,"35,648"
48243,"2,200"
48245,"254,679"
48247,"5,146"
48249,"41,149"
48251,"163,274"
48253,"20,009"
48255,"15,254"
48257,"118,350"
48259,"42,540"
48261,404
48263,769
48265,"51,504"
48267,"4,423"
48269,289
48271,"3,590"
48273,"31,690"
48275,"3,806"
48277,"49,791"
48279,"13,275"
48281,"20,760"
48283,"7,613"
48285,"19,809"
48287,"17,055"
48289,"17,299"
48291,"81,704"
48293,"23,468"
48295,"3,487"
48297,"12,056"
48299,"20,362"
48301,113
48303,"303,137"
48305,"5,711"
48307,"8,172"
48309,"247,934"
48311,804
48313,"13,987"
48315,"10,147"
48317,"5,723"
48319,"4,111"
48321,"37,187"
48323,"57,685"
48325,"49,283"
48327,"2,123"
48329,"162,565"
48331,"24,871"
48333,"4,907"
48335,"8,720"
48337,"19,414"
48339,"556,203"
48341,"22,120"
48343,"12,593"
48345,"1,160"
48347,"65,806"
48349,"48,523"
48351,"14,003"
48353,"14,993"
48355,"361,350"
48357,"10,306"
48359,"2,076"
48361,"84,964"
48363,"28,053"
48365,"23,492"
48367,"129,441"
48369,"9,776"
48371,"15,970"
48373,"47,916"
48375,"120,832"
48377,"6,958"
48379,"11,314"
48381,"132,501"
48383,"3,608"
48385,"3,389"
48387,"12,207"
48389,"14,921"
48391,"7,321"
48393,916
48395,"16,751"
48397,"93,978"
48399,"10,448"
48401,"52,732"
48403,"10,303"
48405,"8,320"
48407,"27,707"
48409,"67,655"
48411,"5,944"
48413,"3,056"
48415,"17,333"
48417,"3,315"
48419,"25,579"
48421,"3,068"
48423,"225,290"
48425,"8,775"
48427,"64,122"
48429,"9,906"
48431,"1,367"
48433,"1,426"
48435,"3,869"
48437,"7,466"
48439,"2,016,872"
48441,"136,535"
48443,812
48445,"12,799"
48447,"1,533"
48449,"32,592"
48451,"118,386"
48453,"1,199,323"
48455,"14,442"
48457,"21,320"
48459,"40,969"
48461,"3,673"
48463,"27,285"
48465,"48,881"
48467,"54,355"
48469,"92,467"
48471,"71,484"
48473,"50,115"
48475,"11,600"
48477,"35,056"
48479,"271,193"
48481,"41,735"
48483,"5,546"
48485,"131,838"
48487,"12,892"
48489,"21,810"
48491,"528,718"
48493,"48,480"
48495,"7,893"
48497,"64,455"
48499,"44,227"
48501,"8,488"
48503,"18,152"
48505,"14,349"
48507,"12,023"
49000,"3,051,217"
49001,"6,463"
49003,"53,139"
49005,"122,753"
49007,"20,399"
49009,"1,095"
49011,"342,281"
49013,"20,337"
49015,"10,216"
49017,"4,986"
49019,"9,579"
49021,"49,937"
49023,"11,010"
49025,"7,334"
49027,"12,694"
49029,"11,437"
49031,"1,466"
49033,"2,319"
49035,"1,121,354"
49037,"16,895"
49039,"29,409"
49041,"21,267"
49043,"40,307"
49045,"64,833"
49047,"36,373"
49049,"592,299"
49051,"30,528"
49053,"160,245"
49055,"2,702"
49057,"247,560"
50000,"624,594"
50001,"36,959"
50003,"36,191"
50005,"30,333"
50007,"161,531"
50009,"6,176"
50011,"48,915"
50013,"6,919"
50015,"25,333"
50017,"28,919"
50019,"26,863"
50021,"59,310"
50023,"58,504"
50025,"43,145"
50027,"55,496"
51000,"8,411,808"
51001,"32,947"
51003,"106,878"
51005,"15,595"
51007,"12,913"
51009,"31,633"
51011,"15,475"
51013,"230,050"
51015,"74,997"
51017,"4,476"
51019,"77,960"
51021,"6,513"
51023,"33,231"
51025,"16,243"
51027,"22,178"
51029,"17,048"
51031,"54,952"
51033,"30,178"
51035,"29,531"
51036,"7,071"
51037,"12,129"
51041,"339,009"
51043,"14,374"
51045,"5,158"
51047,"50,083"
51049,"9,652"
51051,"14,968"
51053,"28,144"
51057,"11,123"
51059,"1,138,652"
51061,"69,069"
51063,"15,731"
51065,"26,271"
51067,"56,069"
51069,"84,421"
51071,"16,857"
51073,"37,214"
51075,"22,668"
51077,"15,107"
51079,"19,371"
51081,"11,706"
51083,"34,992"
51085,"104,392"
51087,"326,501"
51089,"51,445"
51091,"2,216"
51093,"36,596"
51095,"74,404"
51097,"7,159"
51099,"25,984"
51101,"16,334"
51103,"10,972"
51105,"24,179"
51107,"385,945"
51109,"35,236"
51111,"12,273"
51113,"13,078"
51115,"8,782"
51117,"30,892"
51119,"10,778"
51121,"98,602"
51125,"14,869"
51127,"21,147"
51131,"12,139"
51133,"12,222"
51135,"15,595"
51137,"35,533"
51139,"23,654"
51141,"17,923"
51143,"61,687"
51145,"28,443"
51147,"23,142"
51149,"37,845"
51153,"455,210"
51155,"34,203"
51157,"7,388"
51159,"8,774"
51161,"94,031"
51163,"22,392"
51165,"79,744"
51167,"27,370"
51169,"21,930"
51171,"43,175"
51173,"31,062"
51175,"18,057"
51177,"132,010"
51179,"144,361"
51181,"6,544"
51183,"11,504"
51185,"42,150"
51187,"39,155"
51191,"54,214"
51193,"17,592"
51195,"39,228"
51197,"29,016"
51199,"67,976"
51510,"155,810"
51520,"16,960"
51530,"6,452"
51540,"46,912"
51550,"237,940"
51570,"17,772"
51580,"5,518"
51590,"41,898"
51595,"5,305"
51600,"24,164"
51610,"14,014"
51620,"8,306"
51630,"28,297"
51640,"6,775"
51650,"135,410"
51660,"53,078"
51670,"22,735"
51678,"7,045"
51680,"80,212"
51683,"41,483"
51685,"15,915"
51690,"13,445"
51700,"181,825"
51710,"245,115"
51720,"3,864"
51730,"31,882"
51735,"12,017"
51740,"95,252"
51750,"17,483"
51760,"223,170"
51770,"99,660"
51775,"25,549"
51790,"24,363"
51800,"89,273"
51810,"452,602"
51820,"21,887"
51830,"15,214"
51840,"27,516"
53000,"7,288,000"
53001,"19,238"
53003,"22,306"
53005,"193,686"
53007,"76,338"
53009,"74,570"
53011,"467,018"
53013,"3,938"
53015,"105,160"
53017,"41,327"
53019,"7,614"
53021,"90,160"
53023,"2,247"
53025,"93,546"
53027,"71,628"
53029,"82,636"
53031,"31,139"
53033,"2,149,970"
53035,"264,811"
53037,"44,866"
53039,"21,301"
53041,"77,066"
53043,"10,350"
53045,"62,198"
53047,"41,554"
53049,"21,249"
53051,"13,123"
53053,"861,312"
53055,"16,339"
53057,"123,681"
53059,"11,510"
53061,"787,620"
53063,"499,072"
53065,"44,439"
53067,"275,222"
53069,"4,139"
53071,"60,340"
53073,"216,800"
53075,"48,851"
53077,"249,636"
54000,"1,831,102"
54001,"16,831"
54003,"113,525"
54005,"22,816"
54007,"14,471"
54009,"22,977"
54011,"95,987"
54013,"7,336"
54015,"8,859"
54017,"8,413"
54019,"44,323"
54021,"8,249"
54023,"11,732"
54025,"35,279"
54027,"23,301"
54029,"29,590"
54031,"13,889"
54033,"68,400"
54035,"29,152"
54037,"56,368"
54039,"186,241"
54041,"16,309"
54043,"21,232"
54045,"33,700"
54047,"19,141"
54049,"56,538"
54051,"31,793"
54053,"26,825"
54055,"60,468"
54057,"27,411"
54059,"24,647"
54061,"104,622"
54063,"13,370"
54065,"17,632"
54067,"25,311"
54069,"42,516"
54071,"7,051"
54073,"7,591"
54075,"8,501"
54077,"33,758"
54079,"56,941"
54081,"76,601"
54083,"29,006"
54085,"9,875"
54087,"14,208"
54089,"12,872"
54091,"16,859"
54093,"6,926"
54095,"8,972"
54097,"24,658"
54099,"40,531"
54101,"8,646"
